Student_ID,Age,Gender,State,Branch,College_Tier,CGPA,Attendance_Percentage,DSA_Problems_Solved,Aptitude_Score,Communication_Score,Projects_Count,Internships_Count,Certifications_Count,Open_Source_Contributions,GitHub_Contributions,LinkedIn_Activity_Score,Hackathons_Participated,Competitive_Programming_Rating,Study_Hours_Per_Week,Soft_Skills_Score,Leadership_Experience,Extracurricular_Activities,Placement_Status,Package_LPA
ST04399,20,Female,Gujarat,Chemical,Tier-3,7.81,76.12,130,36,31,4,1,3,136.0,446,9.0,1,644,8,39,No,1,Not Placed,0.0
ST04400,22,Male,Andhra Pradesh,Mechanical,Tier-3,7.87,72.28,152,23,50,2,1,5,43.0,276,41.0,2,873,28,49,No,1,Not Placed,0.0
ST04401,22,Male,Maharashtra,IT,Tier-3,7.78,79.34,273,43,40,2,1,5,140.0,506,16.0,0,1987,30,40,Yes,3,Not Placed,0.0
ST04402,22,Female,Tamil Nadu,Civil,Tier-2,7.92,84.25,230,55,46,3,1,2,58.0,435,5.0,1,862,29,45,No,2,Placed,6.11
ST04403,18,Female,Karnataka,Chemical,Tier-3,8.16,72.38,153,35,62,2,0,2,50.0,322,30.0,3,736,19,56,Yes,0,Placed,2.83
ST04404,20,Male,Bihar,Chemical,Tier-3,7.65,67.56,80,56,61,4,2,3,24.0,231,47.0,2,491,21,47,No,1,Not Placed,0.0
ST04405,21,Male,Punjab,Civil,Tier-2,7.68,69.28,165,35,59,3,0,1,90.0,359,44.0,3,763,24,58,Yes,3,Placed,7.39
ST04406,21,Female,Gujarat,Mechanical,Tier-2,7.36,79.95,113,24,69,7,0,4,73.0,290,30.0,3,682,30,62,No,0,Not Placed,0.0
ST04407,23,Female,Rajasthan,Mechanical,Tier-2,7.72,76.42,133,45,81,1,1,2,30.0,364,48.0,0,792,10,66,No,0,Not Placed,0.0
ST04408,21,Male,Delhi,EEE,Tier-2,7.94,74.85,142,61,67,3,0,2,37.0,245,40.0,0,750,11,63,No,1,Placed,5.16
ST04409,23,Male,Kerala,IT,Tier-2,7.92,73.96,308,69,57,5,3,4,83.0,460,24.0,2,2231,24,54,No,1,Placed,10.65
ST04410,20,Female,Karnataka,Mechanical,Tier-2,7.35,68.53,176,21,69,1,2,6,64.0,374,20.0,5,785,17,67,No,1,Placed,6.33
ST04411,21,Female,Tamil Nadu,AIML,Tier-3,9.15,85.28,199,41,32,7,2,7,58.0,645,38.0,2,1549,22,36,No,1,Placed,11.0
ST04412,19,Male,Delhi,ECE,Tier-2,8.8,79.37,162,40,46,2,0,3,35.0,268,16.0,0,936,20,38,No,3,Placed,7.83
ST04413,22,Male,Haryana,IT,Tier-3,6.65,83.74,173,29,48,3,1,3,78.0,373,22.0,3,987,7,43,No,4,Not Placed,0.0
ST04414,20,Male,Haryana,CSE,Tier-2,7.49,73.75,212,42,58,7,1,7,120.0,547,18.0,5,1853,8,53,No,2,Placed,10.17
ST04415,20,Male,Chhattisgarh,Mechanical,Tier-3,8.72,79.7,146,76,31,1,2,1,57.0,350,21.0,3,763,5,43,No,3,Placed,8.65
ST04416,22,Female,Rajasthan,ECE,Tier-3,6.6,67.85,105,64,26,5,1,3,40.0,219,1.0,3,525,17,33,No,0,Placed,1.85
ST04417,21,Male,Karnataka,ECE,Tier-3,6.3,65.62,43,68,45,3,1,4,91.0,256,29.0,2,777,10,48,Yes,2,Not Placed,0.0
ST04418,18,Male,Karnataka,ECE,Tier-2,9.77,80.78,144,67,60,2,2,4,60.0,253,9.0,2,693,26,56,No,1,Placed,7.93
ST04419,18,Male,Uttar Pradesh,Mechanical,Tier-2,7.09,81.01,148,36,78,1,1,3,44.0,231,24.0,1,692,23,58,No,0,Not Placed,0.0
ST04420,21,Female,West Bengal,CSE,Tier-3,5.63,64.73,226,13,48,7,1,2,303.0,740,24.0,2,1739,7,49,No,2,Not Placed,0.0
ST04421,20,Female,Telangana,ECE,Tier-3,6.65,67.86,86,9,55,1,0,0,46.0,337,36.0,3,543,3,47,No,4,Not Placed,0.0
ST04422,20,Female,Maharashtra,AIML,Tier-2,7.14,62.82,196,51,55,4,0,4,100.0,894,33.0,1,1351,21,53,No,4,Placed,8.75
ST04423,21,Female,Telangana,Chemical,Tier-2,8.19,93.53,136,45,92,3,1,0,76.0,293,60.0,3,739,15,65,Yes,4,Placed,4.75
ST04424,20,Female,Haryana,CSE,Tier-2,7.53,69.9,244,65,62,3,2,6,148.0,692,49.0,1,1807,19,54,No,1,Placed,11.83
ST04425,21,Male,Karnataka,Chemical,Tier-3,6.15,59.66,93,29,34,2,0,2,54.0,171,13.0,4,658,8,35,No,1,Not Placed,0.0
ST04426,21,Male,West Bengal,CSE,Tier-3,4.85,66.75,192,43,57,3,0,3,102.0,392,19.0,3,1218,3,56,No,0,Not Placed,0.0
ST04427,20,Female,Tamil Nadu,CSE,Tier-2,7.91,77.04,185,57,57,1,1,10,112.0,554,24.0,2,1644,15,47,No,3,Placed,11.95
ST04428,20,Male,Andhra Pradesh,Civil,Tier-3,7.4,79.19,141,6,45,2,1,4,49.0,343,24.0,4,763,3,38,Yes,3,Not Placed,0.0
ST04429,20,Male,Gujarat,EEE,Tier-3,8.37,78.12,180,49,39,3,2,4,55.0,299,18.0,2,683,29,30,No,1,Placed,1.54
ST04430,18,Female,Karnataka,IT,Tier-3,6.81,59.48,164,34,50,4,2,3,139.0,500,27.0,0,1428,14,57,No,4,Not Placed,0.0
ST04431,20,Male,Rajasthan,EEE,Tier-3,7.12,67.44,65,20,43,4,1,6,,249,17.0,0,455,14,56,No,2,Placed,4.8
ST04432,23,Female,West Bengal,CSE,Tier-2,7.04,79.96,241,64,49,5,1,5,,626,58.0,4,1296,29,52,No,2,Placed,8.61
ST04433,23,Male,Tamil Nadu,CSE,Tier-3,6.82,78.32,182,43,54,6,1,5,273.0,668,32.0,2,1412,27,53,No,2,Placed,8.86
ST04434,21,Male,Madhya Pradesh,CSE,Tier-3,7.67,77.53,214,67,57,6,2,3,48.0,458,0.0,1,1276,15,45,No,1,Placed,11.62
ST04435,21,Female,Punjab,AIML,Tier-3,6.96,82.56,269,40,47,4,1,1,140.0,935,0.0,2,2288,11,62,No,2,Placed,13.1
ST04436,21,Female,Andhra Pradesh,CSE,Tier-2,6.06,67.74,203,35,48,4,0,4,147.0,840,51.0,2,1619,0,48,No,4,Placed,11.47
ST04437,23,Male,Maharashtra,IT,Tier-3,8.46,85.17,173,50,43,8,2,3,59.0,768,22.0,4,1302,13,43,No,2,Placed,12.0
ST04438,20,Male,Uttar Pradesh,Civil,Tier-1,7.93,72.31,186,45,73,1,3,1,45.0,267,54.0,1,681,10,61,No,2,Placed,10.31
ST04439,20,Male,Tamil Nadu,IT,Tier-2,8.05,87.9,356,57,57,6,2,1,215.0,717,0.0,1,1962,15,53,No,2,Placed,11.19
ST04440,20,Male,Tamil Nadu,IT,Tier-2,8.61,73.96,266,50,43,5,4,7,163.0,1146,38.0,5,1668,27,50,No,1,Placed,23.81
ST04441,19,Male,West Bengal,CSE,Tier-3,7.17,64.76,259,18,18,2,1,5,302.0,1178,12.0,0,1973,24,30,No,2,Placed,8.07
ST04442,20,Male,Bihar,Chemical,Tier-2,7.32,64.97,122,64,69,2,2,0,60.0,254,81.0,2,523,19,61,No,4,Placed,4.83
ST04443,23,Male,Karnataka,CSE,Tier-3,6.43,80.28,189,22,33,3,0,5,295.0,692,0.0,4,1816,11,44,No,1,Placed,7.12
ST04444,23,Male,Rajasthan,IT,Tier-3,8.07,86.33,189,39,30,1,0,0,107.0,338,52.0,3,1520,24,42,No,4,Not Placed,0.0
ST04445,19,Male,Delhi,Chemical,Tier-3,6.03,62.7,41,30,58,2,1,2,40.0,380,44.0,0,414,20,56,Yes,2,Not Placed,0.0
ST04446,21,Male,West Bengal,ECE,Tier-3,7.52,69.28,101,18,25,2,2,4,45.0,191,36.0,3,703,17,23,No,3,Placed,9.14
ST04447,21,Male,Haryana,IT,Tier-1,8.19,59.41,284,41,53,6,2,5,126.0,1069,45.0,4,1802,25,48,No,1,Placed,21.55
ST04448,21,Male,Uttar Pradesh,Mechanical,Tier-1,6.62,62.51,137,27,75,5,1,4,50.0,318,53.0,3,747,0,56,No,2,Placed,7.27
ST04449,21,Female,Andhra Pradesh,CSE,Tier-2,8.54,75.39,256,52,62,5,1,8,187.0,545,33.0,3,1775,30,60,No,2,Placed,11.69
ST04450,18,Other,Tamil Nadu,IT,Tier-3,5.66,66.1,135,43,43,3,0,4,89.0,757,30.0,2,1199,18,37,No,1,Not Placed,0.0
ST04451,23,Female,Tamil Nadu,EEE,Tier-3,6.22,55.18,96,12,43,0,0,7,59.0,236,47.0,1,731,22,43,No,2,Not Placed,0.0
ST04452,25,Male,Telangana,Chemical,Tier-2,7.47,63.59,88,31,43,2,4,3,38.0,250,32.0,0,530,13,45,No,5,Placed,8.29
ST04453,22,Female,Maharashtra,Chemical,Tier-3,7.96,88.41,98,39,43,2,1,2,56.0,184,22.0,3,647,21,41,No,2,Placed,2.57
ST04454,22,Male,Karnataka,EEE,Tier-3,6.19,77.81,271,59,43,1,0,4,65.0,479,20.0,0,1144,9,46,No,1,Placed,4.34
ST04455,21,Male,Karnataka,IT,Tier-3,7.96,76.42,173,38,48,2,1,5,167.0,568,11.0,3,1198,13,59,No,0,Placed,11.57
ST04456,20,Female,Maharashtra,ECE,Tier-1,8.44,78.16,204,14,76,7,2,1,82.0,407,47.0,2,931,26,63,Yes,3,Placed,10.88
ST04457,20,Male,Uttar Pradesh,Chemical,Tier-3,7.01,72.47,86,38,55,1,3,0,61.0,390,0.0,1,452,8,52,No,3,Not Placed,0.0
ST04458,21,Female,Maharashtra,EEE,Tier-2,7.61,73.48,210,51,53,2,0,2,55.0,294,10.0,3,901,22,46,No,5,Placed,6.08
ST04459,19,Female,Karnataka,CSE,Tier-1,8.74,78.06,277,36,55,6,2,4,75.0,355,29.0,7,1867,17,46,No,5,Placed,12.98
ST04460,23,Male,West Bengal,Chemical,Tier-1,9.05,67.95,265,36,75,7,1,4,85.0,383,10.0,1,943,20,65,No,2,Placed,4.75
ST04461,21,Male,West Bengal,Civil,Tier-2,7.06,70.79,110,33,71,2,0,3,55.0,311,21.0,1,891,17,68,No,2,Placed,9.72
ST04462,21,Female,Bihar,AIML,Tier-2,6.79,57.57,267,39,55,4,0,2,139.0,641,0.0,1,2005,15,59,No,4,Placed,11.73
ST04463,20,Male,Bihar,EEE,Tier-2,7.36,72.11,146,33,62,3,0,3,77.0,340,31.0,1,754,27,58,No,3,Placed,4.89
ST04464,24,Male,Kerala,Civil,Tier-2,6.58,73.98,138,49,19,3,0,1,137.0,423,11.0,2,900,20,36,No,1,Not Placed,0.0
ST04465,20,Male,Gujarat,AIML,Tier-2,8.56,73.44,238,43,45,3,0,3,79.0,415,35.0,2,1770,26,57,No,0,Placed,7.5
ST04466,20,Female,Tamil Nadu,Chemical,Tier-1,8.17,77.89,156,57,42,2,2,3,43.0,404,42.0,3,564,11,52,Yes,6,Placed,5.27
ST04467,20,Male,Karnataka,CSE,Tier-3,7.35,72.76,206,29,51,4,1,2,82.0,563,44.0,2,1652,17,57,No,3,Not Placed,0.0
ST04468,22,Female,Bihar,IT,Tier-3,8.3,79.66,323,60,31,3,0,5,204.0,864,,0,1781,20,35,No,2,Placed,12.71
ST04469,25,Female,Odisha,Chemical,Tier-2,8.16,78.58,246,29,99,1,2,1,58.0,398,39.0,5,937,22,84,Yes,2,Placed,5.28
ST04470,20,Male,Telangana,Chemical,Tier-3,8.18,70.19,139,51,60,8,0,2,41.0,281,46.0,3,542,32,56,No,4,Placed,3.96
ST04471,23,Male,Andhra Pradesh,CSE,Tier-3,7.82,65.04,195,39,54,4,1,4,148.0,571,43.0,1,1344,8,56,No,4,Not Placed,0.0
ST04472,20,Female,Maharashtra,Civil,Tier-2,8.7,68.38,146,27,47,5,0,4,52.0,294,9.0,3,797,27,46,Yes,1,Placed,6.67
ST04473,22,Male,Karnataka,Mechanical,Tier-3,6.19,63.37,104,39,42,7,1,3,38.0,352,4.0,3,681,19,45,No,5,Not Placed,0.0
ST04474,19,Male,Andhra Pradesh,Civil,Tier-1,8.19,81.86,278,53,67,4,1,2,109.0,447,41.0,4,1010,10,63,Yes,4,Placed,7.93
ST04475,21,Male,Karnataka,ECE,Tier-2,8.84,83.33,150,45,86,6,1,5,43.0,463,60.0,4,566,28,80,No,2,Placed,8.34
ST04476,22,Female,Telangana,Chemical,Tier-3,7.08,69.33,99,49,60,1,2,3,41.0,167,45.0,5,605,12,52,No,2,Not Placed,0.0
ST04477,21,Female,Punjab,Mechanical,Tier-3,6.86,69.9,135,48,57,3,1,1,32.0,194,31.0,0,727,19,57,No,1,Not Placed,0.0
ST04478,20,Male,Punjab,Mechanical,Tier-2,7.19,63.64,183,35,51,3,1,1,51.0,265,51.0,1,886,14,44,No,1,Placed,7.95
ST04479,23,Male,Kerala,ECE,Tier-3,7.35,64.62,136,35,19,3,1,2,35.0,220,25.0,2,801,10,39,No,1,Placed,2.17
ST04480,25,Male,Karnataka,IT,Tier-3,8.27,79.35,174,61,42,7,4,7,87.0,1031,8.0,2,1621,22,46,No,2,Placed,9.23
ST04481,21,Female,Uttar Pradesh,AIML,Tier-3,7.35,70.5,155,29,42,4,1,6,51.0,250,36.0,3,1639,13,35,Yes,2,Placed,1.57
ST04482,22,Male,Delhi,CSE,Tier-1,8.71,75.52,292,79,60,4,4,3,122.0,785,39.0,1,1739,18,54,No,0,Placed,37.86
ST04483,22,Other,Delhi,Civil,Tier-1,8.16,80.77,183,37,62,5,1,6,50.0,346,11.0,4,689,21,48,No,1,Placed,7.41
ST04484,20,Female,Assam,EEE,Tier-2,8.3,79.63,122,66,57,3,2,2,84.0,352,36.0,1,748,11,49,Yes,2,Placed,9.46
ST04485,23,Male,Tamil Nadu,ECE,Tier-1,7.79,73.31,274,34,51,4,4,2,63.0,416,52.0,3,1115,23,42,No,4,Placed,10.24
ST04486,20,Female,Maharashtra,IT,Tier-3,7.14,81.18,188,25,62,2,1,4,108.0,1334,60.0,0,1356,10,58,No,6,Placed,11.12
ST04487,22,Female,Uttar Pradesh,Mechanical,Tier-1,6.62,67.45,154,45,87,3,1,2,41.0,373,67.0,0,722,13,79,No,3,Placed,9.14
ST04488,19,Female,Telangana,IT,Tier-3,5.28,60.17,203,21,44,3,0,5,92.0,684,17.0,2,1533,13,48,No,4,Not Placed,0.0
ST04489,20,Male,Uttar Pradesh,Mechanical,Tier-2,7.17,64.08,150,6,57,3,0,7,43.0,367,26.0,3,875,11,52,No,1,Placed,8.29
ST04490,21,Female,Tamil Nadu,CSE,Tier-1,5.6,76.33,205,41,47,4,3,1,58.0,281,26.0,3,1812,8,42,No,1,Placed,14.03
ST04491,21,Male,Tamil Nadu,AIML,Tier-2,7.42,69.31,254,47,37,2,2,3,150.0,645,8.0,1,1530,12,32,No,1,Not Placed,0.0
ST04492,23,Female,Uttar Pradesh,AIML,Tier-3,7.91,75.42,203,20,68,1,4,4,95.0,652,75.0,1,1460,27,62,Yes,3,Not Placed,0.0
ST04493,25,Male,Gujarat,CSE,Tier-1,7.77,87.98,273,26,76,4,2,5,137.0,537,70.0,3,1725,19,62,Yes,2,Placed,20.11
ST04494,19,Male,Karnataka,EEE,Tier-3,4.95,60.28,102,23,49,1,0,1,41.0,219,51.0,2,660,6,46,Yes,5,Not Placed,0.0
ST04495,20,Female,Kerala,Mechanical,Tier-2,7.14,73.65,144,32,61,3,2,4,36.0,238,,1,876,22,50,Yes,4,Not Placed,0.0
ST04496,21,Male,West Bengal,IT,Tier-3,7.79,75.7,254,56,56,5,1,6,70.0,528,52.0,4,2214,28,53,Yes,2,Placed,6.68
ST04497,21,Male,Maharashtra,Mechanical,Tier-1,8.81,78.53,265,55,46,6,4,5,94.0,489,8.0,2,1018,27,49,Yes,6,Placed,10.74
ST04498,21,Female,Maharashtra,Chemical,Tier-3,7.78,81.31,145,37,28,4,1,4,35.0,277,53.0,3,703,16,29,No,2,Not Placed,0.0
ST04499,23,Male,Maharashtra,Mechanical,Tier-2,7.48,76.6,98,26,30,5,2,3,28.0,303,0.0,2,477,7,35,No,2,Not Placed,0.0
ST04500,22,Female,Maharashtra,Mechanical,Tier-3,7.73,76.05,209,23,53,3,2,4,63.0,457,30.0,2,852,25,54,Yes,2,Placed,2.96
ST04501,18,Female,West Bengal,ECE,Tier-3,8.9,90.22,130,60,67,3,2,9,38.0,227,47.0,2,537,32,65,Yes,2,Placed,7.96
ST04502,21,Male,Bihar,ECE,Tier-2,7.5,63.65,88,25,63,4,3,3,23.0,379,59.0,0,534,6,51,No,3,Not Placed,0.0
ST04503,21,Male,Karnataka,AIML,Tier-1,6.47,62.39,312,31,52,5,2,5,93.0,986,33.0,0,1934,10,59,No,2,Placed,46.44
ST04504,21,Other,Tamil Nadu,AIML,Tier-2,7.08,72.21,193,37,25,5,1,3,194.0,676,35.0,3,1428,19,32,No,3,Placed,8.25
ST04505,20,Female,Kerala,CSE,Tier-2,6.85,75.57,271,18,68,3,0,1,156.0,1264,53.0,1,1873,20,71,No,5,Placed,12.39
ST04506,21,Male,Telangana,ECE,Tier-3,6.34,70.0,86,37,50,1,0,2,36.0,148,20.0,2,651,7,52,No,3,Not Placed,0.0
ST04507,21,Female,Uttar Pradesh,AIML,Tier-2,6.88,67.39,241,48,54,2,2,5,143.0,1000,16.0,6,1872,21,57,No,3,Placed,10.54
ST04508,20,Male,Telangana,ECE,Tier-2,9.83,90.3,233,53,58,5,1,3,92.0,406,47.0,3,825,27,53,No,2,Placed,12.06
ST04509,22,Male,Maharashtra,Mechanical,Tier-2,6.61,76.83,111,18,44,1,0,2,52.0,259,58.0,2,642,25,49,No,5,Not Placed,0.0
ST04510,20,Male,Karnataka,IT,Tier-3,6.9,67.88,172,46,42,2,1,3,36.0,451,36.0,2,1691,20,43,No,2,Placed,5.37
ST04511,21,Male,Odisha,IT,Tier-1,10.0,93.48,295,46,56,3,2,6,73.0,549,36.0,3,2016,37,45,Yes,3,Placed,21.58
ST04512,21,Male,West Bengal,ECE,Tier-2,7.96,72.56,101,31,63,2,2,2,30.0,159,47.0,2,546,28,56,No,0,Placed,8.57
ST04513,23,Male,Tamil Nadu,ECE,Tier-2,7.77,72.95,133,70,44,3,1,4,48.0,404,26.0,1,687,18,45,No,1,Placed,5.36
ST04514,19,Female,Bihar,AIML,Tier-2,7.93,64.66,198,19,48,6,2,5,125.0,553,0.0,4,1343,8,50,Yes,5,Placed,9.01
ST04515,19,Male,Uttar Pradesh,EEE,Tier-2,7.63,76.26,161,25,45,2,1,3,75.0,318,47.0,0,722,21,42,No,0,Placed,12.21
ST04516,20,Male,Karnataka,CSE,Tier-2,7.07,86.11,173,42,44,6,1,4,122.0,624,25.0,3,1553,24,46,No,0,Placed,10.21
ST04517,21,Male,Odisha,ECE,Tier-3,7.59,87.5,96,39,43,7,1,6,20.0,396,0.0,3,526,31,49,Yes,4,Not Placed,0.0
ST04518,20,Male,West Bengal,EEE,Tier-2,7.93,72.89,103,45,55,3,0,6,51.0,419,39.0,2,719,13,50,No,2,Placed,6.92
ST04519,22,Female,Rajasthan,ECE,Tier-3,5.88,65.04,87,33,57,2,0,0,34.0,340,50.0,0,459,17,68,No,2,Not Placed,0.0
ST04520,20,Male,Maharashtra,Chemical,Tier-2,7.08,72.8,153,36,70,3,1,2,56.0,318,44.0,5,769,17,60,No,3,Not Placed,0.0
ST04521,19,Male,Tamil Nadu,CSE,Tier-3,5.87,78.78,161,44,90,2,0,2,148.0,660,52.0,1,1586,13,73,No,2,Placed,7.15
ST04522,21,Female,Bihar,ECE,Tier-3,6.55,72.4,104,45,64,2,0,2,27.0,214,10.0,0,892,20,40,Yes,3,Not Placed,0.0
ST04523,22,Male,Karnataka,AIML,Tier-3,7.76,80.42,213,39,60,7,0,4,178.0,1805,2.0,2,1473,27,53,No,3,Placed,6.62
ST04524,23,Male,Kerala,Civil,Tier-1,7.35,78.39,150,36,60,3,5,2,121.0,434,24.0,4,681,11,54,No,0,Placed,12.66
ST04525,22,Female,Punjab,CSE,Tier-2,7.26,81.17,198,43,70,4,0,2,53.0,401,32.0,5,1602,12,56,Yes,2,Placed,9.33
ST04526,21,Female,Uttar Pradesh,ECE,Tier-2,5.15,72.51,236,24,80,2,0,1,73.0,320,31.0,0,804,5,60,No,1,Not Placed,0.0
ST04527,22,Male,Kerala,ECE,Tier-1,6.57,66.55,126,51,68,2,1,3,75.0,509,46.0,4,681,3,57,No,3,Placed,9.94
ST04528,22,Female,Bihar,Civil,Tier-3,6.33,71.34,60,46,50,5,0,6,16.0,103,22.0,2,581,7,43,No,2,Not Placed,0.0
ST04529,20,Male,Kerala,ECE,Tier-3,5.86,65.61,141,37,57,4,0,2,32.0,473,36.0,1,794,13,48,No,3,Not Placed,0.0
ST04530,21,Female,Uttar Pradesh,ECE,Tier-3,7.48,80.48,101,58,74,4,0,3,25.0,150,53.0,1,557,23,63,No,1,Placed,1.75
ST04531,22,Male,Delhi,EEE,Tier-2,7.54,77.75,110,47,45,2,1,1,26.0,191,42.0,0,660,21,56,No,4,Placed,8.16
ST04532,20,Female,Tamil Nadu,Mechanical,Tier-3,8.03,79.62,161,45,71,5,1,3,52.0,596,54.0,1,834,28,71,Yes,5,Placed,2.61
ST04533,22,Male,Maharashtra,CSE,Tier-3,8.43,79.53,202,46,60,6,1,6,100.0,1414,56.0,1,1635,7,57,Yes,3,Placed,13.04
ST04534,21,Female,Madhya Pradesh,AIML,Tier-3,8.52,66.62,174,49,40,5,2,6,90.0,485,,3,1491,22,47,No,0,Placed,6.33
ST04535,21,Female,Jharkhand,AIML,Tier-3,7.65,78.39,187,61,45,7,2,6,90.0,547,23.0,4,1229,5,49,No,1,Placed,5.82
ST04536,19,Female,Maharashtra,IT,Tier-2,7.66,65.66,191,45,60,5,3,4,116.0,651,21.0,2,1339,14,53,No,2,Placed,12.03
ST04537,22,Female,Gujarat,EEE,Tier-2,7.74,67.71,142,25,45,3,1,2,45.0,245,30.0,0,759,15,61,No,3,Placed,5.26
ST04538,23,Male,Bihar,Civil,Tier-1,6.89,79.93,230,28,83,1,3,1,85.0,387,48.0,2,729,14,65,Yes,2,Placed,9.33
ST04539,20,Male,Delhi,ECE,Tier-1,7.98,72.83,285,56,75,8,2,2,67.0,532,30.0,3,999,15,76,Yes,7,Placed,13.26
ST04540,21,Male,Maharashtra,CSE,Tier-2,7.06,63.0,173,28,35,7,1,2,179.0,558,24.0,3,1460,0,34,No,1,Placed,21.85
ST04541,19,Male,Maharashtra,ECE,Tier-1,6.7,67.11,153,38,74,6,3,4,67.0,459,26.0,1,732,11,67,No,3,Placed,8.07
ST04542,18,Female,Telangana,ECE,Tier-3,5.82,73.85,58,38,52,1,0,6,79.0,194,7.0,1,519,11,56,Yes,1,Not Placed,0.0
ST04543,25,Female,Bihar,EEE,Tier-3,5.29,63.62,92,29,55,4,0,1,35.0,223,17.0,0,757,0,56,No,2,Not Placed,0.0
ST04544,21,Male,Tamil Nadu,EEE,Tier-3,7.13,80.61,103,36,60,2,0,2,54.0,330,34.0,4,631,12,39,No,2,Not Placed,0.0
ST04545,21,Male,Tamil Nadu,EEE,Tier-1,9.54,79.32,1168,95,87,13,2,4,552.0,3359,29.0,2,2478,19,59,No,2,Placed,35.88
ST04546,20,Female,Punjab,Chemical,Tier-2,6.86,78.98,158,45,62,1,3,1,44.0,252,64.0,2,655,11,67,No,2,Not Placed,0.0
ST04547,25,Male,Punjab,CSE,Tier-3,6.37,74.94,153,20,40,6,1,3,144.0,587,19.0,0,1515,27,45,No,0,Not Placed,0.0
ST04548,20,Male,Bihar,Mechanical,Tier-3,6.87,63.09,79,42,72,3,0,2,22.0,145,32.0,2,569,13,48,No,2,Not Placed,0.0
ST04549,22,Male,Haryana,Civil,Tier-3,6.42,68.71,112,7,59,5,2,2,62.0,280,17.0,1,461,2,66,No,2,Not Placed,0.0
ST04550,20,Male,Delhi,AIML,Tier-3,7.43,76.84,198,30,32,1,0,3,63.0,443,39.0,3,1517,12,37,No,6,Not Placed,0.0
ST04551,19,Female,Bihar,Mechanical,Tier-1,8.38,71.2,208,46,73,3,2,2,80.0,449,43.0,2,872,15,74,No,1,Placed,12.75
ST04552,22,Male,Delhi,CSE,Tier-3,6.93,75.77,223,35,23,5,1,4,78.0,627,10.0,2,1692,28,31,No,2,Placed,8.66
ST04553,18,Male,Delhi,ECE,Tier-2,8.43,84.43,130,55,32,6,2,4,62.0,413,12.0,2,688,27,42,No,6,Placed,1.77
ST04554,22,Male,Maharashtra,IT,Tier-2,6.84,64.0,283,12,78,5,0,4,86.0,600,35.0,3,1838,7,57,No,2,Placed,8.23
ST04555,20,Male,Telangana,AIML,Tier-2,5.86,56.09,169,20,77,1,1,1,56.0,715,65.0,3,1163,9,67,No,1,Placed,2.75
ST04556,22,Male,Maharashtra,EEE,Tier-3,8.51,77.9,118,32,47,7,0,2,47.0,267,37.0,2,1017,24,39,Yes,3,Not Placed,0.0
ST04557,22,Male,Madhya Pradesh,IT,Tier-2,5.76,85.53,148,43,63,3,2,1,121.0,628,37.0,0,1541,23,49,No,0,Placed,12.15
ST04558,22,Female,Maharashtra,CSE,Tier-2,7.02,72.11,188,26,61,11,0,3,134.0,707,0.0,5,1674,15,68,Yes,6,Placed,11.53
ST04559,18,Female,Tamil Nadu,EEE,Tier-3,8.02,66.74,126,41,47,6,1,6,63.0,288,7.0,1,846,19,52,No,2,Placed,10.11
ST04560,22,Male,Assam,ECE,Tier-2,8.55,81.27,183,49,43,2,2,3,96.0,347,22.0,1,772,27,44,Yes,0,Placed,7.23
ST04561,25,Male,Punjab,CSE,Tier-3,7.21,75.38,198,31,29,8,2,1,93.0,389,0.0,2,1682,17,32,No,1,Placed,7.88
ST04562,20,Female,Rajasthan,Civil,Tier-3,6.86,75.99,69,43,63,4,1,5,72.0,472,22.0,2,630,8,57,No,4,Not Placed,0.0
ST04563,20,Male,Gujarat,Chemical,Tier-1,9.53,95.83,221,44,59,8,2,4,53.0,379,13.0,2,978,25,57,No,2,Placed,10.5
ST04564,22,Male,Maharashtra,IT,Tier-2,8.28,68.01,202,21,29,4,0,6,162.0,643,55.0,3,1851,26,45,No,1,Placed,10.82
ST04565,20,Male,Tamil Nadu,Chemical,Tier-1,8.66,83.02,224,34,59,7,2,2,54.0,399,22.0,3,957,15,50,No,2,Placed,8.47
ST04566,22,Male,Punjab,Chemical,Tier-3,7.75,74.68,113,17,45,3,0,5,38.0,221,10.0,3,527,1,50,No,0,Not Placed,0.0
ST04567,22,Other,Madhya Pradesh,ECE,Tier-3,7.86,78.11,167,44,87,4,2,7,40.0,237,51.0,3,757,18,68,No,1,Placed,5.87
ST04568,19,Male,Tamil Nadu,Chemical,Tier-2,7.72,69.99,102,40,48,4,2,2,90.0,438,27.0,3,713,27,66,No,1,Not Placed,0.0
ST04569,21,Female,Tamil Nadu,Mechanical,Tier-3,7.24,63.4,168,35,53,5,0,2,42.0,264,42.0,1,756,9,62,No,2,Not Placed,0.0
ST04570,21,Female,Karnataka,Civil,Tier-2,5.92,80.56,59,37,59,2,1,3,25.0,197,39.0,2,459,0,55,No,1,Not Placed,0.0
ST04571,20,Other,Andhra Pradesh,CSE,Tier-2,6.36,82.95,220,41,56,1,1,3,74.0,391,40.0,1,1457,15,60,No,2,Placed,8.81
ST04572,23,Female,Tamil Nadu,Mechanical,Tier-3,7.93,89.01,207,29,42,3,1,3,91.0,421,5.0,0,881,20,42,No,2,Not Placed,0.0
ST04573,20,Female,Maharashtra,AIML,Tier-3,8.37,71.65,192,49,52,7,1,6,140.0,1012,48.0,0,1608,11,47,Yes,2,Placed,9.08
